质量_A
t	y	x
49.96666666666667	51.0	126.0
50.0	73.17434353746603	114.03737284387444
50.03333333333333	68.30673641923477	117.20807106522352
50.06666666666666	61.91432862891793	120.70002245866203
50.1	56.49852147961565	123.37176217422484
50.13333333333333	50.86566447625046	126.01063412508165
50.166666666666664	43.94959067777859	128.40776202959069
50.2	38.764313185429046	130.18831535550908
50.233333333333334	31.33042143560988	132.31287180837057
50.266666666666666	25.140291131278673	133.2538716326926
50.3	18.449555970576057	134.62156025792387
50.333333333333336	11.916944024205804	135.84617216335278
50.36666666666667	5.643126244595578	136.37807547500233
50.4	-2.115013700958116	137.43045239702906
50.43333333333333	-7.345816346340598	137.1573092299668
50.46666666666667	-15.140541777629778	137.3909037385929
50.5	-20.850319158500497	136.01916593184296
50.53333333333333	-26.954257038529704	135.62132154567712
50.56666666666666	-33.864019290641636	133.9102945704608
50.6	-39.09783770734907	132.69546013641957
50.63333333333333	-45.994516014901365	131.73690898427685
50.666666666666664	-51.586796173227185	128.63446874165493
50.7	-57.89280578374019	126.71954904045197
50.733333333333334	-64.21717598280111	124.11141108191623
50.766666666666666	-68.58565809600123	120.71410169907381
50.8	-75.35819043321294	118.27376794722545
50.833333333333336	-79.18936155777192	114.08183570497204
50.86666666666667	-85.72704724897676	110.9579184285908
50.9	-90.09274662531288	106.81003981654158
50.93333333333333	-94.57468192945544	102.62514159200919
50.96666666666667	-99.38873203285425	99.1231028861389
51.0	-103.03941957466805	93.64054780361766
51.03333333333333	-108.39540190213211	90.14910276548153
51.06666666666666	-111.47373886476362	84.12103129459956
51.1	-115.44124352147037	80.06370875995435
51.13333333333333	-118.9263465503434	74.54313014244008
51.166666666666664	-121.47093131844804	69.19033114180593
51.2	-125.30326539438829	63.960588909760645
51.233333333333334	-126.81250198772386	57.74796034918836
51.266666666666666	-130.12580837542168	52.78492783455795
51.3	-131.96054183266938	46.19578149218705
51.333333333333336	-134.20471006063985	40.53467566487598
51.36666666666667	-135.8307021569526	34.068623137686245
51.4	-136.8219144800778	27.495405819295684
51.43333333333333	-138.70752372155516	21.762863810784893
51.46666666666667	-138.75733947932213	14.711006157162956
51.5	-140.04335855076943	9.146090144162372
51.53333333333333	-139.95021425788855	2.5657349191210415
51.56666666666666	-140.0141724862865	-3.848591487801059
51.6	-140.11862553407195	-10.031370895022974
51.63333333333333	-138.17898649356084	-16.808974338269763
51.666666666666664	-138.27797750116088	-22.737046695861864
51.699999999999996	-136.16243066407924	-29.93626165501155
51.733333333333334	-134.8153296405667	-35.488923810006554
51.766666666666666	-132.97124120281524	-41.6372535612536
51.8	-130.04656411367478	-48.2859657669228
51.833333333333336	-128.28112101774263	-53.94560958746251
51.86666666666667	-124.12490630465572	-60.169313404951026
51.9	-122.0078591345657	-65.39500745950545
51.93333333333333	-118.06995477670989	-71.59031463958763
51.96666666666667	-114.36363916319351	-77.01184578936045
52.0	-110.61006757777932	-82.20400725843047
52.03333333333333	-105.8057964823654	-87.83827945205485
52.06666666666666	-102.65877075115941	-92.20164291029823
52.1	-96.18971477960258	-97.22411162515982
52.13333333333333	-91.3492446078917	-101.14098706718755
52.166666666666664	-86.0366656849883	-105.41713102830931
52.199999999999996	-80.04993200362651	-109.76316586611279
52.233333333333334	-75.11159426820473	-112.95784692448115
52.266666666666666	-68.60407534031083	-116.82504645351446
52.3	-63.88619288480663	-119.63052756067464
52.333333333333336	-56.92849883118197	-122.88498894504119
52.36666666666667	-51.12410920196953	-125.09644495220164
52.4	-45.27930475321773	-127.07456083489978
52.43333333333333	-38.124872461257155	-129.0718715894268
52.46666666666667	-32.55950730510813	-130.3337825247886
52.5	-25.519714617983027	-131.86166647500454
52.53333333333333	-19.685553556245395	-132.3898977793442
52.56666666666666	-13.145156929019777	-132.79177427068385
52.6	-6.367371030574759	-133.22116522864007
52.63333333333333	-0.6405853836636197	-132.944331582205
52.666666666666664	6.495860119147892	-133.01685160756324
