质量_A
t	y	x
5.666666666666667	-95.0	58.0
5.7	-101.71418884728268	43.67395718252669
5.733333333333333	-107.3835979774683	27.414303870245476
5.766666666666667	-109.82118596222836	10.523626419389757
5.8	-111.15943326201796	-4.662435705989765
5.833333333333333	-108.51025455858462	-21.685779337427448
5.866666666666666	-104.7092764893764	-37.174097055947186
5.9	-97.35885885885887	-53.03784454771153
5.933333333333334	-87.9288390088127	-67.09597300586347
5.966666666666667	-77.42625932321698	-79.23869444264733
6.0	-63.87734696502048	-89.80231395871851
6.033333333333333	-50.47980064939975	-97.99280168006851
6.066666666666666	-34.1068885756622	-104.38388558482018
6.1	-17.969084423305503	-108.43433837305565
6.133333333333333	-1.2675596154504092	-109.56846084889116
6.166666666666667	15.914261605789306	-108.37303273528482
6.2	31.109642659790097	-104.2740923221304
6.233333333333333	47.40936565402171	-98.32091390918208
6.266666666666667	61.6039415028381	-89.22226949492494
6.3	74.29821280951069	-78.08497709461244
6.333333333333333	84.71824474125333	-67.39243393767038
6.366666666666666	93.28634432140097	-53.24231168623692
6.4	100.7224016409541	-39.772429475558965
6.433333333333334	105.59584353051196	-23.141525522266647
6.466666666666667	107.99089921807126	-6.46163107409302
6.5	107.70086740781426	9.40692060085837
6.533333333333333	104.5070785696912	25.64899838002293
6.566666666666666	100.0342662437854	40.855349283376654
6.6	92.64007263235544	55.29826910389261
6.633333333333333	83.74939921176588	68.67611253888822
6.666666666666667	73.23660019274962	80.07755223607046
6.7	60.21892711454461	90.63761533509762
6.733333333333333	46.69830530569675	98.36112163698363
6.766666666666667	31.13708187026441	104.99201399452386
6.8	15.70653500499293	108.14843125418088
6.833333333333333	0.40646252447913866	109.5694034724255
6.866666666666666	-17.11788726737177	108.73239538239534
6.8999999999999995	-32.71527349055441	104.85969056985255
6.933333333333334	-48.99287527851175	99.19983791161917
6.966666666666667	-62.353213315900575	91.15347936927583
7.0	-75.77503263099015	81.66632640040825
7.033333333333333	-87.10995342828983	69.23514277858521
7.066666666666666	-95.88657148496623	56.804255499872625
7.1	-103.42461854558928	41.310632708491084
7.133333333333333	-107.6590341382182	24.804186782087527
7.166666666666667	-110.68982941744434	10.033767343986256
7.2	-110.18956208758254	-8.219254154843952
7.233333333333333	-108.64699424366518	-23.3013861935126
7.266666666666667	-103.1747672111128	-39.79499823881656
7.3	-95.48569283508505	-55.24898926530045
7.333333333333333	-86.14418672643978	-68.62974407445108
7.366666666666666	-74.26908312416936	-81.75044675006006
7.3999999999999995	-61.7914090812194	-91.01736652669467
7.433333333333334	-45.91034585866646	-99.84197066312163
7.466666666666667	-31.290272766632825	-105.13260591559754
7.5	-14.510798513201735	-108.8808043347916
7.533333333333333	2.083721120091468	-110.16982592286331
7.566666666666666	19.308582011321505	-107.9971355303361
7.6	35.29302819393661	-103.43508759844781
7.633333333333333	49.84891257381537	-96.59062776304154
7.666666666666667	64.39757802144823	-87.27910742900008
7.7	75.76594037665745	-77.00192954064482
7.733333333333333	86.38065105150486	-63.895537448120876
7.766666666666667	95.5949778089232	-50.22317362580975
7.8	101.79189116680459	-35.4995785036881
7.833333333333333	106.4019135151425	-19.257709376422326
7.866666666666666	107.52836833181163	-2.788689232483648
7.8999999999999995	106.55453970262579	14.462382148102506
7.933333333333334	103.28634980638026	29.931996645574372
7.966666666666667	97.29026548672573	45.72752528850265
8.0	89.35027635436018	59.7886896075986
8.033333333333333	80.26915610676724	72.42462688902106
8.066666666666666	68.1244419922757	83.93866819942946
8.1	55.50017831669038	93.15870737343323
8.133333333333333	39.82027985162222	101.12947383602148
8.166666666666666	25.249183410868227	106.25624979414386
8.2	8.874211455967725	108.84728812541289
8.233333333333333	-7.850242849433471	109.25596806844658
8.266666666666666	-23.83175934218025	107.3200086771318
8.3	-40.12359032866743	102.6814544118248
8.333333333333334	-54.78905458638155	95.30785672008244
8.366666666666667	-68.57121532076007	87.0886467716773
8.4	-81.17622669413186	75.07382383933555
8.433333333333334	-91.3836790673754	63.692493831846605
8.466666666666667	-99.91475337580641	48.88793656613802
8.5	-105.3212839392545	34.457870659180685
8.533333333333333	-109.66993656015029	17.73494342377421
8.566666666666666	-110.51748842881307	0.6151092980295516
8.6	-111.43759505221533	-14.634939441811412
8.633333333333333	-106.10901280596545	-32.36270790135438
8.666666666666666	-100.42949945864916	-46.98969854695292
8.7	-91.55000209389004	-61.74349163622378
8.733333333333333	-81.15437201907798	-75.31282788965984
8.766666666666666	-69.20328638497654	-85.892822265625
8.8	-53.382947881663085	-96.2978323732325
8.833333333333334	-39.42632811238491	-102.32211280497427
8.866666666666667	-22.561818935156452	-107.531914893617
8.9	-6.092884332717858	-109.46669919782914
8.933333333333334	11.48835257787323	-109.04037207287433
8.966666666666667	27.344811306387328	-106.05068853053092
9.0	42.4808378832422	-100.18648936574971
9.033333333333333	57.35735871864608	-92.31975938348955
9.066666666666666	68.24784567175857	-82.40890398712679
9.1	81.37651594249473	-70.33935237028743
9.133333333333333	91.50947495157834	-57.14952720557801
9.166666666666666	98.8091907107671	-42.52148612354517
9.2	105.09087230943533	-25.988128704487735
9.233333333333333	107.70498354489882	-9.250012759659057
9.266666666666666	107.22296458561505	8.333488939959807
9.3	104.82615128334396	23.420419268835985
9.333333333333334	99.70247764190549	39.73495437613201
9.366666666666667	93.55261340087509	53.88702905447008
9.4	84.2508423811305	68.03862532685844
9.433333333333334	73.04235489048824	79.81093281816743
9.466666666666667	61.08449653702701	89.78038590242852
9.5	46.88086717576766	98.30719237435005
9.533333333333333	32.099004632527794	104.22651591289787
9.566666666666666	15.486248141640772	108.35791752577325
9.6	-0.20054248562018984	109.51894333729922
9.633333333333333	-16.447350508797626	108.47277942876008
9.666666666666666	-32.715371506475776	104.67934696465363
9.7	-47.770237653174945	99.25356538015865
9.733333333333333	-62.903265022577216	90.94331541820623
9.766666666666666	-75.08315832607695	80.63898084653579
9.8	-86.80942766381304	69.49359785602621
9.833333333333334	-95.70187393526408	54.91768792443986
9.866666666666667	-102.93473410189654	41.116758462114376
9.9	-108.06485123829589	24.200203687821613
9.933333333333334	-110.2705413620306	8.372697368421086
9.966666666666667	-112.08750288217652	-7.068860013598169
10.0	-108.3518425760285	-24.533362910381584
10.033333333333333	-103.8097790773229	-39.54173952281576
10.066666666666666	-95.49017591147685	-56.02168593867168
10.1	-86.35597111913353	-69.07453328746988
10.133333333333333	-75.06041119463816	-81.03481524042081
10.166666666666666	-61.133268315070836	-91.71016403818771
10.2	-47.15029283959939	-99.85799613422478
10.233333333333333	-30.18244397872013	-106.033778030088
10.266666666666666	-14.377948656929675	-108.98457825787182
10.3	2.6112158627820463	-110.03164411568764
10.333333333333334	19.654327335047128	-108.07125531914892
10.366666666666667	35.61132388612282	-102.95836156131122
10.4	50.922611375735414	-96.92455081607454
10.433333333333334	63.87141316073348	-87.82083945778209
10.466666666666667	76.97550145248306	-76.72533955275071
10.5	87.33207317980123	-64.74745705051873
10.533333333333333	95.96943664864125	-49.78820571347046
10.566666666666666	102.75359332596236	-35.740467568431086
10.6	106.53139541619203	-18.994855512920594
10.633333333333333	108.0217203137679	-2.1483381088825126
10.666666666666666	106.73693978724987	14.263484922720636
10.7	103.093992949925	30.689667480743992
10.733333333333333	97.63494150240876	45.65151603075583
10.766666666666666	88.7216109032006	60.59269700185723
10.8	79.69011259220906	73.27864863012132
10.833333333333334	67.88178858409537	84.52707655774088
10.866666666666667	54.682501955593125	93.9512779724414
10.9	40.27414135966819	101.49547177338923
10.933333333333334	24.28898907494886	106.35661530886489
10.966666666666667	7.854083977438904	108.77488600325034
11.0	-8.783940886699384	109.12587237691446
11.033333333333333	-25.11441370740954	106.82605202182526
11.066666666666666	-40.488991138377514	102.44272393467963
11.1	-56.548182184307734	94.23291109684192
11.133333333333333	-69.08383524383134	85.62414598836767
11.166666666666666	-81.83082499137026	74.7397124624074
11.2	-91.91166380789036	60.78056510751128
11.233333333333333	-99.93529197744238	47.37922131334824
11.266666666666666	-105.54402576802295	31.627876293012378
11.3	-109.39854677790709	15.442511346444803
11.333333333333334	-110.76070578905637	-1.319878141660297
11.366666666666667	-108.9927166989753	-18.352850365238282
11.4	-106.3349025202092	-33.27229047561127
11.433333333333334	-98.16566005176878	-49.883725690890515
11.466666666666667	-90.6628990439151	-63.2446925252184
11.5	-78.79876800535976	-76.84674812630988
11.533333333333333	-66.47647237401338	-88.33626785461752
11.566666666666666	-52.05585992786382	-96.93079048349955
11.6	-36.71767001114813	-103.91382345327463
11.633333333333333	-21.352586159812063	-107.67253135654187
11.666666666666666	-3.2605866420030907	-109.93962301587294
11.7	13.362514340697999	-109.07282946101031
11.733333333333333	30.046215201751693	-105.24219157761718
11.766666666666666	45.207456805092534	-99.57739931210472
11.8	59.01103391908464	-91.45980650209867
11.833333333333334	72.74622739018105	-81.11541244573084
11.866666666666667	83.60636718623937	-69.18354767184042
11.9	93.09505799293993	-55.440904484418525
11.933333333333334	100.09992708270033	-41.40835593994257
11.966666666666667	105.94245489338437	-25.646730811283646
12.0	107.95594753055752	-7.421699520929906
12.033333333333333	107.24159657486416	9.747180199925197
12.066666666666666	104.49742398343642	26.07937930045864
12.1	99.6012446146483	41.02890397672161
12.133333333333333	91.63351805113575	56.97575468281923
12.166666666666666	82.65446611664834	70.16969058388156
12.2	71.03697408927655	82.27107347719198
12.233333333333333	57.970888843689636	92.06536616137487
12.266666666666666	43.99405017361778	99.6596470891293
12.3	28.145677514992258	105.78391053391056
12.333333333333334	12.442740760365723	108.65256453997495
12.366666666666667	-5.3013702080500025	110.03499205929063
12.4	-21.196820966862333	108.036395217321
12.433333333333334	-36.6494673768309	103.95435648709508
12.466666666666667	-52.246290511518964	97.36998402191284
12.5	-65.63846546335867	88.50865846762792
12.533333333333333	-78.79932308560137	77.17338815501705
12.566666666666666	-89.17647267649636	64.86593379705687
12.6	-98.1669520116825	52.05969824459589
12.633333333333333	-104.16317986884815	36.15638377070536
12.666666666666666	-108.87067878834182	20.23755202326629
12.7	-110.4147054030775	3.0220050234793234
12.733333333333333	-109.7711750036674	-12.459899273055498
12.766666666666666	-108.11653290529694	-28.238497782705053
12.8	-100.5079526539671	-45.01037525838774
12.833333333333334	-93.91571646452167	-58.70503391872194
12.866666666666667	-82.31657424522473	-73.16568734024736
12.9	-70.87187475959672	-83.99472147349502
12.933333333333334	-56.644319747981854	-93.94802827484477
12.966666666666667	-41.56839330024809	-101.8171658212309
13.0	-26.005427702996258	-106.47989210397259
13.033333333333333	-8.926848308587068	-109.85264478726924
13.066666666666666	6.974431155678303	-109.25229227041666
13.1	24.38904231753986	-107.16282633971036
13.133333333333333	39.2097563924317	-101.86549799133923
13.166666666666666	54.65092836358599	-93.92369671008532
13.2	67.90864005893354	-84.72618247609194
13.233333333333333	79.42501999466822	-73.9098099905425
13.266666666666666	89.97954108031081	-60.36493157532959
13.299999999999999	97.61395659990785	-46.580348887382115
13.333333333333334	103.73190493338143	-30.66888199414734
13.366666666666667	107.18534816444617	-14.490382902938563
13.4	107.1461756100698	3.2030968782969467
13.433333333333334	105.75836009419822	19.34593290441171
13.466666666666667	101.31987174283631	34.95624324099492
13.5	94.68641251453937	50.582172558951356
13.533333333333333	87.21678743961365	63.98560641812173
13.566666666666666	75.62039386479819	76.82789993679512
13.6	64.0119836682752	87.67921539961014
13.633333333333333	49.89490515299076	96.70862875944204
13.666666666666666	34.4078580198684	103.46345172602923
13.7	19.47260401766289	107.40099729734004
13.733333333333333	2.2609884997582412	109.30965092751603
13.766666666666666	-13.82928393062025	108.61388584409599
13.799999999999999	-30.850400688431137	105.50556268720584
13.833333333333334	-45.87157221206576	100.09229174289544
13.866666666666667	-60.17777278540075	92.5613926382423
13.9	-74.0285254674609	82.15119116792562
13.933333333333334	-84.98569691015837	70.41736593014139
13.966666666666667	-95.36263385813572	56.96920342077442
14.0	-102.45346466005958	41.58512716480709
14.033333333333333	-107.75481823427572	26.384600521688753
14.066666666666666	-110.0253685667792	9.42861081866954
14.1	-110.62883116883131	-6.98289568778614
14.133333333333333	-109.59502462432124	-23.42528010684873
14.166666666666666	-103.67969678247232	-39.50650929015774
14.2	-97.30089058524163	-54.27847255949496
14.233333333333333	-86.33383771515037	-68.86814746213372
14.266666666666666	-75.67835927898386	-80.89329764029344
14.299999999999999	-61.347774895230486	-92.02586914090125
14.333333333333334	-47.22035952709507	-99.66784119106705
14.366666666666667	-31.019671889582014	-105.52111898675344
14.4	-14.867167651290174	-109.53515137196666
14.433333333333334	2.0367565727899546	-109.89071100052774
14.466666666666667	19.75024630541884	-108.01410871380574
14.5	34.8843133237724	-104.01515453390778
14.533333333333333	50.944430270752946	-96.96653564219696
14.566666666666666	63.897096449619085	-88.57585229640745
14.6	75.93102179034167	-77.66023943406492
14.633333333333333	87.57527830905792	-65.22035582473745
14.666666666666666	95.78115076672543	-51.379847964869555
14.7	102.55228333926584	-35.770948661560624
14.733333333333333	106.64533653167769	-20.018510949899564
14.766666666666666	108.11305152211708	-1.966458852867845
14.799999999999999	107.19531891595943	13.797549456079878
14.833333333333334	103.03134983381187	30.28877849210994
14.866666666666667	98.01676542681025	45.46658329859656
14.9	90.25119527952052	59.196704815115254
14.933333333333334	79.92810152683	72.66753856472167
14.966666666666667	68.4127135182016	84.05500296760192
15.0	54.457201339784206	94.0252544837615
15.033333333333333	40.047017017300504	101.15919045756743
15.066666666666666	24.293730986527635	106.23244364190396
15.1	6.481923849408304	109.08412789924171
15.133333333333333	-9.515047981778025	109.0408526284408
15.166666666666666	-27.139565348108135	106.34775697633347
15.2	-41.852292997295535	101.6587114106394
15.233333333333333	-57.023441877840696	94.81376561826801
15.266666666666666	-70.37675999352632	84.9629484624146
15.299999999999999	-82.0402085885903	73.89467429577462
15.333333333333334	-92.74566557852722	60.60889470241989
15.366666666666667	-100.11591735309003	46.13607016033575
15.4	-106.37807463016134	31.054499806875242
15.433333333333334	-109.18970929732518	13.521089223638455
15.466666666666667	-110.76484775399467	-0.8266219239374095
15.5	-108.87244286321993	-18.39414091470951
15.533333333333333	-104.93641498078796	-34.134257766311976
15.566666666666666	-98.66476913345969	-49.707617802602726
15.6	-89.36512081550472	-64.8185977142474
15.633333333333333	-78.78107063017342	-76.65007076656161
15.666666666666666	-65.82254075689048	-88.45385520564832
15.7	-52.746089897139655	-96.59050078598693
15.733333333333333	-36.74912044314692	-103.69252047395014
15.766666666666666	-20.536799446855866	-107.79384108116915
15.799999999999999	-4.14465806560429	-109.71425042665942
15.833333333333334	13.316984231274546	-109.14581027284203
15.866666666666667	28.149248203836805	-105.84211460626284
15.9	44.50459682053247	-99.6437999042846
